OBJECTID,ZONE_CMPLT,ZONE_CLASS,ZONE_SMRY,SHAPE_Length,SHAPE_Area
1,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00137638907138163,1.13595498717984e-07
2,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00137644840895354,1.13606344347395e-07
3,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00110170116778767,5.68065143961031e-08
4,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00110167236529719,5.68045526977771e-08
5,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00137647107006636,1.1361502004281e-07
6,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00137647607956839,1.13614180751323e-07
7,(F)CM-1-CUGU,CM,INDUSTRIAL,0.00158206000484027,1.36046311511788e-07
8,(F)CM-1-HPOZ,CM,INDUSTRIAL,0.00104997910576943,5.4304942418824e-08
9,(F)CM-1-HPOZ,CM,INDUSTRIAL,0.00220153313531498,2.71791315479656e-07
10,(F)CM-1-O-HPOZ,CM,INDUSTRIAL,0.00128722291164384,1.049222117927e-07
11,(F)R2-1-RIO,R2,RESIDENTIAL,0.0030836055222242,5.45294130614044e-07
12,(F)R2-1-RIO,R2,RESIDENTIAL,0.00280883229893486,3.6351109321208e-07
13,(F)R2-1-RIO,R2,RESIDENTIAL,0.00335837773091004,6.81632736400171e-07
14,(F)RE11-1,RE11,RESIDENTIAL,0.00219656570092508,2.03976985166643e-07
15,(F)RE11-1,RE11,RESIDENTIAL,0.00224035052367414,2.22338829480372e-07
16,(Q)A1-1VLD,A1,AGRICULTURE,0.00870747077915243,3.0424494164995e-06
17,(Q)A2-1,A2,AGRICULTURE,0.00749359142437502,2.91810021403452e-06
18,(Q)C1-1-RIO,C1,COMMERCIAL,0.000495091507948054,1.19176746626563e-08
19,(Q)C1-1,C1,COMMERCIAL,0.00102302935855168,5.67802501703006e-08
20,QC1-1VL-RIO,C1,COMMERCIAL,0.00107326721714603,7.15824437049656e-08
21,(Q)C1-1,C1,COMMERCIAL,0.00159391605426792,9.59056668007736e-08
22,C1-1-SN-CPIO,C1,COMMERCIAL,0.00597740822555123,1.51940111115605e-06
23,(Q)C1-1XL,C1,COMMERCIAL,0.00323831611053392,4.96328632655707e-07
24,(Q)C1-1-O-CA,C1,COMMERCIAL,0.000862576929325674,4.16429269630606e-08
25,(Q)C1-1L,C1,COMMERCIAL,0.00168020365125567,1.67826899878963e-07
26,(Q)C1-1L,C1,COMMERCIAL,0.00134013053472348,6.30884950841327e-08
27,(Q)C1-1VL,C1,COMMERCIAL,0.00164475174147756,1.69078740845629e-07
28,QC1-1VL,C1,COMMERCIAL,0.000882563085130005,4.45918200456314e-08
29,(Q)C1-1L,C1,COMMERCIAL,0.00131136680150115,8.91230316691489e-08
30,(Q)C1-1VL-RIO,C1,COMMERCIAL,0.00106639190260812,6.83857453303692e-08
31,(Q)C1-1VL,C1,COMMERCIAL,0.00105021185087532,5.32728358125278e-08
32,QC1-1VL-RIO,C1,COMMERCIAL,0.00220671802581218,2.02225380832228e-07
33,(Q)C1-1VL,C1,COMMERCIAL,0.00189532987071953,2.23171819624897e-07
34,(Q)C1-1VL,C1,COMMERCIAL,0.00187367999649853,1.96640592359232e-07
35,QC1-1VL,C1,COMMERCIAL,0.00180652540016597,2.07523073408975e-07
36,QC1-1VL,C1,COMMERCIAL,0.00192693980166555,2.31835124561593e-07
37,(Q)C1-1VL,C1,COMMERCIAL,0.000697952218594274,2.47396480153876e-08
38,(Q)C1-1VL,C1,COMMERCIAL,0.002705335364743,3.6861694276565e-07
39,(Q)C1-1VL-K,C1,COMMERCIAL,0.00220192251389353,2.14614336242735e-07
40,(Q)C1-1VLD,C1,COMMERCIAL,0.00352447452938206,7.73796793461552e-07
41,(Q)C1-1VLD,C1,COMMERCIAL,0.00353950911057102,6.94640185530808e-07
42,(Q)C1-1VLD,C1,COMMERCIAL,0.00304428470965752,5.72683060647649e-07
43,(Q)C1-1VLD,C1,COMMERCIAL,0.00980587673174669,4.30758031689591e-06
44,(Q)C1.5-1,C1.5,COMMERCIAL,0.00115070070595489,7.92031660693584e-08
45,(Q)C1.5-1,C1.5,COMMERCIAL,0.00507997140810419,9.17432630258966e-07
46,(Q)C1.5-1VL,C1.5,COMMERCIAL,0.00161059202088756,1.33934005971785e-07
47,(Q)C1.5-1VL,C1.5,COMMERCIAL,0.00170117434928431,1.75864974283895e-07
48,(Q)C1.5-1VLD,C1.5,COMMERCIAL,0.00276674671657984,4.65119069504801e-07
49,(Q)C2-1,C2,COMMERCIAL,0.00126760862863876,7.19756534747908e-08
50,(Q)C2-1,C2,COMMERCIAL,9.11441255881769e-05,4.51007835198494e-10
51,(Q)C2-1,C2,COMMERCIAL,0.00131591605715578,9.59283288774725e-08
52,(Q)C2-1,C2,COMMERCIAL,0.00147485774001926,1.26384488995897e-07
53,C2-2D-CPIO,C2,COMMERCIAL,0.00509193057344039,1.54947710996787e-06
54,(Q)C2-1,C2,COMMERCIAL,0.00611995372247365,1.65214084626588e-06
55,(Q)C2-1,C2,COMMERCIAL,0.00122397143955584,6.66371546505081e-08
56,(Q)C2-1,C2,COMMERCIAL,0.00152894796724709,1.35593668455653e-07
57,(Q)C2-1,C2,COMMERCIAL,0.00150861512840264,1.39608752234308e-07
58,(Q)C2-1,C2,COMMERCIAL,0.00291028041245857,3.59974691005477e-07
59,(Q)C2-1,C2,COMMERCIAL,0.00123872298094902,6.12981499106593e-08
60,(Q)C2-1,C2,COMMERCIAL,0.00203562059806608,2.35979987349221e-07
61,(Q)C2-1,C2,COMMERCIAL,0.00123266963763265,6.58034852810249e-08
62,(Q)C2-1,C2,COMMERCIAL,0.000549829490177647,1.58820316205466e-08
63,(Q)C2-1VLD,C2,COMMERCIAL,0.00147240908533055,1.30189718969741e-07
64,(Q)C2-1,C2,COMMERCIAL,0.00298639025719039,3.69571510807097e-07
65,(Q)C2-1,C2,COMMERCIAL,0.00272328881410788,4.39639642529579e-07
66,(Q)C2-1VL-RIO,C2,COMMERCIAL,0.00220037684977175,2.20585864664552e-07
67,[Q]C2-1VL,C2,COMMERCIAL,0.00121097447433285,9.08707093078039e-08
68,(Q)C2-1,C2,COMMERCIAL,0.00278772397331302,3.90542415313389e-07
69,(Q)C2-1VL-CUGU,C2,COMMERCIAL,0.00281412848887904,3.11156378766835e-07
70,(Q)C2-1,C2,COMMERCIAL,0.000115744042121007,4.09132811288994e-10
71,(Q)C2-1,C2,COMMERCIAL,0.000133420097142866,7.27808977032721e-10
72,(Q)C2-1,C2,COMMERCIAL,0.00296658283369937,4.11470375008093e-07
73,[Q]C2-1VL,C2,COMMERCIAL,0.000162565853504114,1.35304295368801e-09
74,[Q]C2-1VL,C2,COMMERCIAL,9.52714243226301e-05,5.31824164275457e-10
75,(Q)C2-1VL-CUGU,C2,COMMERCIAL,0.00499746911233122,4.69347037091244e-07
76,C1-1XL-CPIO,C1,COMMERCIAL,0.00353548694979891,7.05806114513123e-07
77,(Q)C2-1-CPIO,C2,COMMERCIAL,0.00164420260981614,1.56974521110599e-07
78,C2-1-CPIO,C2,COMMERCIAL,0.00909770328559493,4.58561033833593e-06
79,C2-1XL-CPIO,C2,COMMERCIAL,0.00266142142566943,4.25937397201839e-07
80,(Q)C2-1,C2,COMMERCIAL,0.00133047045764451,9.17816963673325e-08
81,(Q)C2-1-O,C2,COMMERCIAL,0.000907579994278028,4.34307034267975e-08
82,(Q)C2-2D-O,C2,COMMERCIAL,0.00121967769974145,7.09013602967429e-08
83,(Q)C2-1-SN,C2,COMMERCIAL,0.0012826640487276,1.05170894413616e-07
84,(Q)C2-1L,C2,COMMERCIAL,0.00138315394556447,1.18201238066406e-07
85,(Q)C2-1L-RIO,C2,COMMERCIAL,0.000656972256461452,2.5846119903356e-08
86,(Q)C2-1L,C2,COMMERCIAL,0.000880150866303967,4.54188530377986e-08
87,(Q)C2-1L,C2,COMMERCIAL,8.8299427395063e-05,4.57638719688339e-10
88,(Q)C2-1L,C2,COMMERCIAL,8.80465402532508e-05,4.54463119146375e-10
89,(Q)C2-1L,C2,COMMERCIAL,0.00241849976703291,3.62309560379159e-07
90,(Q)C2-1L,C2,COMMERCIAL,0.00425151913399035,1.04644901771261e-06
91,(Q)C2-1L,C2,COMMERCIAL,0.00102340405339259,5.72903550015425e-08
92,(Q)C2-1L,C2,COMMERCIAL,0.00253773100857307,3.1835410695982e-07
93,(Q)C2-1LD,C2,COMMERCIAL,0.00335443902966643,4.25088627497164e-07
94,(Q)C2-1VL,C2,COMMERCIAL,0.00169071769578085,1.30236890988755e-07
95,QC2-1VL,C2,COMMERCIAL,0.000883767037428974,3.64853232771257e-08
96,QC2-1VL,C2,COMMERCIAL,0.000936836045416053,4.55433919689405e-08
97,(Q)C2-1VL-RIO,C2,COMMERCIAL,0.00080876860276921,4.08674963964823e-08
98,(Q)C2-1VL-RIO,C2,COMMERCIAL,0.00110717317915199,5.31631458125656e-08
99,(Q)C2-1VL,C2,COMMERCIAL,0.000682081356539763,1.2914931635372e-08
100,[Q]C2-1VL-CDO,C2,COMMERCIAL,0.0034778191512638,4.75442761696352e-07
101,(Q)C2-1VL,C2,COMMERCIAL,0.00174393445844294,1.84875010681264e-07
102,(Q)C2-1VL,C2,COMMERCIAL,0.00156860343601839,1.58233499774926e-07
103,(Q)C2-1VL,C2,COMMERCIAL,0.000678776673259842,2.21115329020638e-08
104,(Q)C2-1VL-CUGU,C2,COMMERCIAL,0.00127759524925662,7.97469707303265e-08
105,(Q)C2-1VL,C2,COMMERCIAL,0.00250948569526453,1.63131162576928e-07
106,(Q)C2-1VL-CUGU,C2,COMMERCIAL,0.00422692507556738,7.90047625041264e-07
107,(Q)C2-1VL,C2,COMMERCIAL,0.00164207982871316,1.72983332144644e-07
108,(Q)C2-1VL,C2,COMMERCIAL,0.00154021269231524,1.20158200212449e-07
109,(Q)C2-1VL,C2,COMMERCIAL,0.00939215359629184,1.37607926729595e-06
110,(Q)C2-1VL,C2,COMMERCIAL,0.00303498714334633,3.41475052402006e-07
111,(Q)C2-1VL,C2,COMMERCIAL,0.00166828850660009,1.46855319323957e-07
112,(Q)C2-1VL,C2,COMMERCIAL,8.04202493271451e-05,3.63847013835099e-10
113,(Q)C2-1VL,C2,COMMERCIAL,0.000242267159561565,3.63687527981961e-09
114,QC2-1VL,C2,COMMERCIAL,0.00265508318069681,3.38009692822794e-07
115,(Q)C2-1VL,C2,COMMERCIAL,0.000236683548583067,3.41032784666408e-09
116,(Q)C2-1VL,C2,COMMERCIAL,0.00108613581076739,7.37989509893912e-08
117,(Q)C2-1VL,C2,COMMERCIAL,0.0109512722086988,4.32461751338847e-06
118,(Q)C2-1VL,C2,COMMERCIAL,0.000627049123776699,2.35248987514885e-08
119,(Q)C2-1VL,C2,COMMERCIAL,0.000258926009498157,1.5900340516517e-09
120,(Q)C2-1VL,C2,COMMERCIAL,0.00140288118537942,6.93336704234061e-08
121,(Q)C2-1VL,C2,COMMERCIAL,0.00132590417488024,7.23309344115955e-08
122,(Q)C2-1VL,C2,COMMERCIAL,0.000682341093185721,2.74812421055335e-08
123,(Q)C2-1VL,C2,COMMERCIAL,0.00149464891206576,1.08708212963664e-07
124,(Q)C2-1VL,C2,COMMERCIAL,0.00105000925363058,7.01155103077706e-08
125,(Q)C2-1VL-K,C2,COMMERCIAL,0.00221381286373598,2.96380849712803e-07
126,(Q)C2-1VLD,C2,COMMERCIAL,0.00546845940539513,1.13478212993411e-06
127,[T][Q]RAS4-1L-CPIO,RAS4,RESIDENTIAL,0.00259653341549105,4.07065344600707e-07
128,[Q]C2-1XL,C2,COMMERCIAL,0.00934301923862873,5.25063478592963e-06
129,(Q)C2-2,C2,COMMERCIAL,0.00557538105360169,1.78260274695282e-06
130,[Q]C2-2,C2,COMMERCIAL,0.00164988778234678,1.63292133449704e-07
131,(Q)C2-2,C2,COMMERCIAL,0.00184858902239529,2.11077175025254e-07
132,(Q)C2-1,C2,COMMERCIAL,0.00126563468586966,6.80764349386586e-08
133,[Q]C2-2-CDO,C2,COMMERCIAL,0.00146023563754728,1.06219080313573e-07
134,[Q]C2-2-CDO,C2,COMMERCIAL,0.00154376282285345,1.36709014960168e-07
135,(Q)C2-2D,C2,COMMERCIAL,0.00116883164420684,8.59694726589218e-08
136,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00172590246927588,1.81306793072184e-07
137,[Q]C2-2D,C2,COMMERCIAL,0.00191891335808062,2.20727516925364e-07
138,(Q)C2-2D-HPOZ,C2,COMMERCIAL,0.00151224418152066,8.69747172188483e-08
139,(Q)C2-2D-HPOZ,C2,COMMERCIAL,0.00362049617615309,5.81533700302522e-07
140,(Q)C4-1VLD,C4,COMMERCIAL,9.37008364143702e-05,4.54935954522774e-10
141,(Q)C4-1VLD,C4,COMMERCIAL,9.36675899144138e-05,4.54692812739617e-10
142,(Q)C4-1,C4,COMMERCIAL,0.00109035260615543,7.1640452114833e-08
143,[T][Q]C2-1,C2,COMMERCIAL,0.00188894919051687,2.11603114039351e-07
144,(Q)C4-1,C4,COMMERCIAL,0.0015916148254312,1.51874015822465e-07
145,C4-1-K-CPIO,C4,COMMERCIAL,0.00220263637189366,3.00347784286231e-07
146,(Q)C4-1-O,C4,COMMERCIAL,0.00210163845356005,2.22916841537922e-07
147,(Q)C4-1-O,C4,COMMERCIAL,0.00173670471160238,1.73054383046956e-07
148,(Q)C4-1-O,C4,COMMERCIAL,0.00119754846908366,8.01830203570613e-08
149,(Q)C4-1LD,C4,COMMERCIAL,0.00202047100599771,4.88521742299212e-08
150,(Q)C4-1LD,C4,COMMERCIAL,0.00159051796009238,7.40690648515398e-08
151,(Q)C4-1LD,C4,COMMERCIAL,0.00075434727466432,3.45710103376128e-08
152,(Q)C4-1LD,C4,COMMERCIAL,0.000746406230780936,3.23588160920905e-08
153,(Q)C4-1LD,C4,COMMERCIAL,0.00205264914953684,1.76586626283996e-07
154,(Q)C4-1LD,C4,COMMERCIAL,0.000822986830583638,3.82248758400291e-08
155,(Q)C4-1LD,C4,COMMERCIAL,0.00194231139299373,1.84643875387539e-07
156,(Q)C4-1LD,C4,COMMERCIAL,0.000305893630360085,5.72418485996095e-09
157,(Q)C4-1LD,C4,COMMERCIAL,0.00101728589170117,5.97896015912179e-08
158,QC4-1LD,C4,COMMERCIAL,0.00165854784683824,1.07420370004651e-07
159,(Q)C4-1VL,C4,COMMERCIAL,0.00138265111745059,1.1318300602279e-07
160,(Q)C4-1VL,C4,COMMERCIAL,0.0024417224299869,2.69796006624816e-07
161,(Q)C2-1-SN,C2,COMMERCIAL,0.00376019109759571,7.58593647190925e-07
162,[Q]C4-1VL-RIO,C4,COMMERCIAL,0.00151954344220878,1.13152463111433e-07
163,(Q)C4-1VL,C4,COMMERCIAL,0.00106420384962992,6.49087119703069e-08
164,(Q)C4-1VL,C4,COMMERCIAL,0.00110341005471136,7.5279235627423e-08
165,(Q)C4-1VLD,C4,COMMERCIAL,0.00261232971529682,3.20958871681607e-07
166,(Q)C4-2,C4,COMMERCIAL,0.00151344455930404,1.2942465470029e-07
167,(Q)C4-2D,C4,COMMERCIAL,0.00404866515920998,6.65693685165274e-07
168,(Q)C4-2D,C4,COMMERCIAL,0.0115528466624375,5.81469149245141e-06
169,(Q)CM-1,CM,INDUSTRIAL,0.00121396127407943,6.53476901102958e-08
170,(Q)CM-1,CM,INDUSTRIAL,0.00299864234948948,5.22127510922146e-07
171,(Q)CM-1-CUGU,CM,INDUSTRIAL,0.00180986128813365,1.2914887896651e-07
172,(Q)CM-1,CM,INDUSTRIAL,0.00406497983483141,5.76709142029206e-07
173,[Q]C2-1VL,C2,COMMERCIAL,0.00179747241887435,1.72949995893009e-07
174,CM-2D-CPIO,CM,INDUSTRIAL,0.00126565236882213,9.38205407958838e-08
175,CM-2D-CPIO,CM,INDUSTRIAL,0.0012629164861214,9.32698529501516e-08
176,C2-1,C2,COMMERCIAL,0.00160187715301117,1.61314801186003e-07
177,(Q)CR-1-RIO,CR,COMMERCIAL,0.00257535012745814,3.51529419092085e-07
178,(Q)CR-1-RIO,CR,COMMERCIAL,0.00112434989069346,7.26743487498091e-08
179,(Q)CR-1,CR,COMMERCIAL,0.00384139729233946,5.32923518522569e-07
180,(Q)CR-1,CR,COMMERCIAL,0.00267916270060413,3.45915320528317e-07
181,[Q]CR-1D-CDO,CR,COMMERCIAL,0.00189014023974881,1.10966633758967e-07
182,(Q)CR-1VLD,CR,COMMERCIAL,0.002266899841497,2.5359311314349e-07
183,(Q)CR-1VL,CR,COMMERCIAL,0.0041718910477471,7.14590714446425e-07
184,[Q]CR-1VL,CR,COMMERCIAL,0.00275227941851852,3.83324258344509e-07
185,(Q)CR-1VL,CR,COMMERCIAL,0.00115538128942176,8.17608427063279e-08
186,(Q)CR-1VL,CR,COMMERCIAL,0.0052684279288509,1.58609281432158e-06
187,(Q)CR-1VL,CR,COMMERCIAL,0.00189996707203666,1.90848630163836e-07
188,(Q)CR-1VL,CR,COMMERCIAL,0.00232347965363857,3.38127849537609e-07
189,(Q)CR-1VL,CR,COMMERCIAL,0.00207504583109473,2.61104331477397e-07
190,(Q)CR-1VL,CR,COMMERCIAL,0.00225774710073122,2.54297014087386e-07
191,QCR-1VL,CR,COMMERCIAL,0.00359222920745836,7.9773092487054e-07
192,CR-1VL,CR,COMMERCIAL,0.00204365971773905,2.42947389859785e-07
193,(Q)CR-1VL,CR,COMMERCIAL,0.00108355809595526,6.22674456259891e-08
194,(Q)CR-1VL,CR,COMMERCIAL,0.00124902275708282,9.33985472777627e-08
195,QCR-1VLD,CR,COMMERCIAL,0.00110366917013817,6.57838971013631e-08
196,(Q)CR-1VLD,CR,COMMERCIAL,0.00164652629383071,1.63541699226287e-07
197,(Q)CR-1VLD,CR,COMMERCIAL,0.00209346763251376,1.92706157210139e-07
198,QCR-1VLD,CR,COMMERCIAL,0.00137395335428593,1.17678979082645e-07
199,(Q)CR-1VLD,CR,COMMERCIAL,0.00530911030748589,9.49101715797788e-07
200,(Q)CR-1VLD,CR,COMMERCIAL,0.00244552648386408,2.72511398408409e-07
201,[Q]CR-2D-CDO-RIO,CR,COMMERCIAL,0.00131367023571003,7.22523311932004e-08
202,[Q]CR-2D-CDO-RIO,CR,COMMERCIAL,0.00144412131432031,1.02081678564723e-07
203,CM-1VL-CPIO,CM,INDUSTRIAL,0.00619579755262668,1.02946011816397e-06
204,CM-1-CPIO,CM,INDUSTRIAL,0.00390155788339884,5.71217114474178e-07
205,C2-2D-CPIO,C2,COMMERCIAL,0.00280541326466145,3.95321373024718e-07
206,(Q)M1-1,M1,INDUSTRIAL,0.00480488060947873,1.27161586206104e-06
207,(Q)M1-1,M1,INDUSTRIAL,0.00123267182574088,6.58026637825152e-08
208,(Q)M1-1-RIO,M1,INDUSTRIAL,0.000975422951798419,6.07588749849362e-08
209,(Q)M1-1,M1,INDUSTRIAL,0.00169402360296135,1.73205879611437e-07
210,(Q)M1-1,M1,INDUSTRIAL,0.00169511685285684,1.70925261867769e-07
211,(Q)M1-1,M1,INDUSTRIAL,0.00334840093649795,6.78268541498869e-07
212,[Q]M1-1,M1,INDUSTRIAL,0.00125343654037082,6.7230986335259e-08
213,[Q]M1-1,M1,INDUSTRIAL,0.000798525172740154,3.86456720814678e-08
214,(Q)MR1-1,MR1,INDUSTRIAL,0.00386269792836728,5.04398993100017e-07
215,QM1-1-CUGU,M1,INDUSTRIAL,0.00323548855812508,6.33873863459932e-07
216,(Q)M1-1-CUGU,M1,INDUSTRIAL,0.00241235082361103,3.03289864031076e-07
217,(Q)M1-1,M1,INDUSTRIAL,0.00216272972714337,2.56361428571664e-07
218,(Q)M1-1-CUGU,M1,INDUSTRIAL,0.00412203373440154,1.04215054221174e-06
219,(Q)M1-1,M1,INDUSTRIAL,0.00663561267003378,2.00399014362495e-06
220,(Q)M1-1,M1,INDUSTRIAL,0.00246081550573862,2.21160103340742e-07
221,[Q]M2-1,M2,INDUSTRIAL,0.00461687615298651,1.33219842591507e-06
222,(Q)M2-1-CUGU,M2,INDUSTRIAL,0.00590489863080392,9.73536523728495e-07
223,(Q)M2-1-CUGU,M2,INDUSTRIAL,0.00485062289805521,8.94278856804091e-07
224,(Q)MR1-1,MR1,INDUSTRIAL,0.00269251330315452,3.51501249911821e-07
225,(Q)MR1-1,MR1,INDUSTRIAL,0.00100561018125031,6.22344986068295e-08
226,(Q)MR1-1,MR1,INDUSTRIAL,0.00132091569025498,1.09047247555578e-07
227,(Q)MR1-1,MR1,INDUSTRIAL,0.00205590535808057,2.55969705234138e-07
228,(Q)MR1-1-CUGU,MR1,INDUSTRIAL,0.00243885871872667,2.24323443771329e-07
229,(Q)MR1-1,MR1,INDUSTRIAL,0.00681143058200165,2.72572117581593e-06
230,[T][Q]MR1-1-CUGU,MR1,INDUSTRIAL,0.00302148675849873,5.45584319811899e-07
231,QMR1-1-G-CUGU,MR1,INDUSTRIAL,0.00526969036064661,9.48673693949065e-07
232,(Q)MR1-1VL-RIO,MR1,INDUSTRIAL,0.00137204828955625,7.5396633999077e-08
233,(Q)MR1-1VL,MR1,INDUSTRIAL,0.00490833775406589,1.40314477582192e-06
234,(Q)MR2-2D,MR2,INDUSTRIAL,0.00249477346619216,2.68283782915294e-07
235,(Q)P-1,P,PARKING,0.00100409911919505,8.00066901213505e-09
236,[Q]P-1-CDO,P,PARKING,0.0040461186476632,7.26602881259466e-07
237,(Q)P-1,P,PARKING,0.00178270063086414,1.96034395975187e-07
238,(Q)P-1-CUGU,P,PARKING,0.0019215899557266,2.2587209786224e-07
239,QP-1,P,PARKING,0.0011155959492019,6.24536311197078e-08
240,P-1,P,PARKING,0.00101889145999775,6.81130436740497e-09
241,(Q)P-1-RIO,P,PARKING,0.00662690626415877,5.5165628349932e-07
242,(Q)P-1,P,PARKING,0.0021355418881674,2.04069434942896e-07
243,(Q)P-1,P,PARKING,0.0020121898517298,1.85936291861259e-07
244,[Q]P-1-CDO,P,PARKING,0.000936154514769608,4.54343395770127e-08
245,(Q)P-1,P,PARKING,0.000582880065985259,4.54638354762944e-09
246,QP-1-CUGU,P,PARKING,0.00215035897527765,1.60698792827434e-07
247,(Q)P-1,P,PARKING,0.000999758679311497,5.08109562610146e-08
248,(Q)P-1,P,PARKING,0.00111862984980782,2.32886746365868e-08
249,(Q)P-1,P,PARKING,0.000911148907757101,4.22245740965827e-08
250,(Q)P-1-CUGU,P,PARKING,0.0027277666899418,1.84881410346305e-07
251,(Q)P-1,P,PARKING,0.00156841622015924,1.38850586516119e-07
252,(Q)P-1,P,PARKING,0.00179894111176738,1.02474112398722e-07
253,(Q)P-1,P,PARKING,0.00197641638697292,1.67649575158805e-07
254,(Q)P-1,P,PARKING,0.00115648697243666,8.18416536505445e-08
255,(Q)P-1,P,PARKING,0.00290241080705782,1.21588814120383e-07
256,(Q)P-1-O-CUGU,P,PARKING,0.00177679504137537,1.9370319521931e-07
257,(Q)P-1-O-HPOZ,P,PARKING,0.00152074548284815,1.4159341070249e-07
258,(Q)P-1L,P,PARKING,0.00079763316322439,3.81521827573737e-08
259,(Q)P-1VL,P,PARKING,0.00164541262005794,1.69205970088169e-07
260,(Q)P-1VL,P,PARKING,0.00115637604524224,8.18295588967693e-08
261,(Q)P-1VL,P,PARKING,0.000547508041209916,6.5456082559137e-09
262,(Q)P-1LD,P,PARKING,0.011806957038712,1.06107142925756e-06
263,QP-1LD,P,PARKING,0.00390999245722619,2.26857993633814e-07
264,(Q)P-1VL,P,PARKING,0.00172836221903352,1.50946454966737e-07
265,(Q)P-1VL,P,PARKING,0.00304325823792056,5.69954828364979e-07
266,(Q)P-1VL,P,PARKING,0.00178876730845219,7.84096545922352e-08
267,(Q)P-1VL,P,PARKING,0.00566830923142584,9.19791353565742e-07
268,(Q)P-1VL,P,PARKING,0.00109274618091888,7.00659881382106e-08
269,[Q]P-1VL-CDO,P,PARKING,0.00206656847304749,1.76126815095136e-07
270,QP-1VL,P,PARKING,0.00315686867583031,2.97629459984654e-07
271,[Q]C2-1VL,C2,COMMERCIAL,0.00181285622324584,2.06514383383159e-07
272,(Q)P-1VL,P,PARKING,0.00363278781682995,5.40683217438204e-09
273,(Q)P-1VL,P,PARKING,0.00174296167431421,8.75555766994338e-08
274,QP-1VL,P,PARKING,0.00300349686625166,4.09559117726036e-07
275,(Q)P-1VL,P,PARKING,0.00112965966495122,5.44920099415937e-08
276,QP-1VL,P,PARKING,0.0057924588969704,4.52316940682357e-07
277,C2-1VL,C2,COMMERCIAL,0.00723481131153827,1.12152924481676e-06
278,(Q)P-1VL,P,PARKING,0.00295978682595614,4.17531991320866e-07
279,(Q)P-1VLD,P,PARKING,0.00346168701391095,1.08189903321936e-07
280,(Q)P-1VLD,P,PARKING,0.00169504015069495,1.65683958750804e-07
281,(Q)P-1VLD,P,PARKING,0.000292501527119281,2.76593408933995e-09
282,(Q)P-1VLD,P,PARKING,0.00377305561166305,3.89179639804793e-07
283,(Q)P-1VLD,P,PARKING,0.00196705493411038,1.08912409864926e-07
284,QP-1VLD,P,PARKING,0.00225968032773987,2.89499098169964e-07
285,C2-1VL-CPIO,C2,COMMERCIAL,0.00529051988855503,1.4083473147553e-06
286,(Q)P-2D-HPOZ,P,PARKING,0.00410646085969247,6.19884360908033e-07
287,(Q)P-2D-HPOZ,P,PARKING,0.000806304666540249,2.40705310848663e-08
288,(Q)PB-1L-RIO,PB,PARKING,0.00673430126442893,1.44200796468739e-06
289,(Q)PB-1L-RIO,PB,PARKING,0.00534228771360686,1.57105567489126e-06
290,(Q)PB-1L,PB,PARKING,0.00221298544615256,1.62582968392724e-07
291,QPB-2,PB,PARKING,0.00202153509461217,2.46178358069694e-07
292,(Q)PB-2,PB,PARKING,0.00262869648582779,3.43263990677831e-07
293,R1-1,R1,RESIDENTIAL,0.00218100107524615,2.47155165821591e-07
294,(Q)R1-1,R1,RESIDENTIAL,0.00487197173551385,6.32944599186492e-07
295,(Q)R1-1,R1,RESIDENTIAL,0.00401891044001634,3.75088071641153e-07
296,(Q)R2-1,R2,RESIDENTIAL,0.00189136035466672,1.80416885690731e-07
297,(Q)R3-1,R3,RESIDENTIAL,0.00440855016681245,6.8029053071043e-07
298,(Q)R3-1,R3,RESIDENTIAL,0.00349904927135835,7.91976733682898e-07
299,(Q)R3-1,R3,RESIDENTIAL,0.00125604182226674,9.60760843371824e-08
300,(Q)R3-1,R3,RESIDENTIAL,0.00185139529942588,1.98095770901315e-07
301,(Q)R3-1,R3,RESIDENTIAL,0.00139255984064068,1.0823944197528e-07
302,[Q]R3-1,R3,RESIDENTIAL,0.00392441111734412,5.67813685427657e-07
303,(Q)R3-1,R3,RESIDENTIAL,0.00265766967664733,4.09926023677847e-07
304,(Q)R3-1,R3,RESIDENTIAL,0.00114525212578956,7.26031867347499e-08
305,(Q)R3-1,R3,RESIDENTIAL,0.00126052459518561,9.76557799947246e-08
306,(Q)R3-1,R3,RESIDENTIAL,0.00209441564982819,2.78522755319441e-07
307,(Q)R3-1,R3,RESIDENTIAL,0.00236115751226268,2.53926578131736e-07
308,(Q)R3-1,R3,RESIDENTIAL,0.00284622916054434,1.96381105100924e-07
309,(Q)R3-1-RIO,R3,RESIDENTIAL,0.00546909925475294,1.3124170193047e-06
310,(Q)R3-1-RIO,R3,RESIDENTIAL,0.00258683467699712,3.96280650447597e-07
311,(Q)R3-1-RIO,R3,RESIDENTIAL,0.00203525103278699,1.97257783517457e-07
312,(Q)R3-1,R3,RESIDENTIAL,0.00118243387636804,8.23835176552981e-08
313,(Q)R3-1,R3,RESIDENTIAL,0.00177628147663467,1.84506459583652e-07
314,(Q)R3-1,R3,RESIDENTIAL,0.00181435768625126,1.81465462573826e-07
