OBJECTID,ZONE_CMPLT,ZONE_CLASS,ZONE_SMRY,SHAPE_Length,SHAPE_Area
12457,C2-1XL,C2,COMMERCIAL,0.00183603775981824,2.12561283276723e-07
12458,C2-1XL,C2,COMMERCIAL,0.00443264115741836,8.18729186529163e-07
12459,C2-1XL,C2,COMMERCIAL,0.00365034622170967,5.83135129768964e-07
12460,C2-1XL,C2,COMMERCIAL,0.00263167305177396,3.06366837641255e-07
12461,C2-1XL,C2,COMMERCIAL,0.00256694439221612,2.96582771201323e-07
12462,C2-1XL,C2,COMMERCIAL,0.00218986315536542,2.39594869363553e-07
12463,C2-1XL,C2,COMMERCIAL,0.00213051555146843,2.30438180151033e-07
12464,C2-1XL,C2,COMMERCIAL,0.00225018879263646,2.4743413580659e-07
12465,C2-1XL,C2,COMMERCIAL,0.00232182520480599,2.61180670768244e-07
12466,C2-1XL,C2,COMMERCIAL,0.00185326008079478,2.12046372815602e-07
12467,C2-1XLD,C2,COMMERCIAL,0.00417034354743396,4.53683277985974e-07
12468,C2-1XLD,C2,COMMERCIAL,0.00207117750646789,2.24090943598442e-07
12469,C2-1XLD,C2,COMMERCIAL,0.00148652115265294,9.96216074323536e-08
12470,C2-1XLD,C2,COMMERCIAL,0.0015416135198363,1.19450991607123e-07
12471,C2-1XLD,C2,COMMERCIAL,0.0016275710720304,1.3415077429571e-07
12472,C2-1XLD,C2,COMMERCIAL,0.00211527877892133,2.2728760772229e-07
12473,C2-1XLD,C2,COMMERCIAL,0.00106706233167992,5.91373390131642e-08
12474,C2-2D-CPIO,C2,COMMERCIAL,0.00450472695882601,6.62369577775171e-07
12475,C2-2D-CPIO,C2,COMMERCIAL,0.00280697942456723,5.10883286309134e-07
12476,C2-2D-CPIO,C2,COMMERCIAL,0.00540862652349833,7.69206113188755e-07
12477,C2-2D-CPIO,C2,COMMERCIAL,0.00130766968322098,1.10462579119067e-07
12478,C2-2D-CPIO,C2,COMMERCIAL,0.00118157005929442,8.94385983643363e-08
12479,C2-2D-CPIO,C2,COMMERCIAL,0.00282842097305233,5.09171989225795e-07
12480,C2-2D-CPIO,C2,COMMERCIAL,0.00516554444657864,1.35230416268231e-06
12481,C2-2D-CPIO,C2,COMMERCIAL,0.00463493871300542,6.78056272048355e-07
12482,C2-2D-CPIO,C2,COMMERCIAL,0.00445204557284446,6.5066335734567e-07
12483,C2-2D-CPIO,C2,COMMERCIAL,0.00396885896671942,9.07366209733025e-07
12484,C2-2D-CPIO,C2,COMMERCIAL,0.00251952500267165,4.00583800401137e-07
12485,C2-2D-CPIO,C2,COMMERCIAL,0.00457276650341242,7.06205988758503e-07
12486,C2-2D-CPIO,C2,COMMERCIAL,0.00549503485721384,1.9109086921528e-06
12487,C2-2D-CPIO,C2,COMMERCIAL,0.00300073914111815,5.72667772334538e-07
12488,C2-2D-CPIO,C2,COMMERCIAL,0.00633335716183746,2.52277629950445e-06
12489,C2-1VL-CPIO,C2,COMMERCIAL,0.00138888967092218,1.01796334030465e-07
12490,PF-1,PF,PUBLIC FACILITY,0.00519364563320044,5.37543387741909e-07
12491,PF-1,PF,PUBLIC FACILITY,0.00674999361682725,5.87433918753604e-07
12492,PF-1,PF,PUBLIC FACILITY,0.00737106917115158,7.54705011572008e-07
12493,PF-1,PF,PUBLIC FACILITY,0.00339005749519429,1.22545122669697e-07
12494,C2-1VL,C2,COMMERCIAL,0.00175935064267736,1.90569418997097e-07
12495,C2-2,C2,COMMERCIAL,0.00229051658730043,3.14554804343865e-07
12496,C2-2,C2,COMMERCIAL,0.00146636911789491,1.34187737525901e-07
12497,C2-2,C2,COMMERCIAL,0.00255100272805357,2.15148680129538e-07
12498,C2-2,C2,COMMERCIAL,0.00247804993087512,2.4065608654397e-07
12499,C2-2-RIO-CUGU,C2,COMMERCIAL,0.000611921645714116,1.69697133765036e-08
12500,C2-2,C2,COMMERCIAL,0.00457508661288538,6.4290722175413e-07
12501,C2-2,C2,COMMERCIAL,0.00213491503663755,2.57841598628757e-07
12502,C2-2,C2,COMMERCIAL,0.001593179424183,1.55548388787078e-07
12503,C2-2,C2,COMMERCIAL,0.00127292150111695,7.7736476899779e-08
12504,(T)(Q)C2-1,C2,COMMERCIAL,0.00218603894401389,1.47198563306153e-07
12505,C2-2,C2,COMMERCIAL,0.00150059141005959,1.38963064440715e-07
12506,C2-2,C2,COMMERCIAL,0.00220003062226624,2.69705172948475e-07
12507,C2-2-CUGU,C2,COMMERCIAL,0.00101024545695932,5.44290317343771e-08
12508,C2-2,C2,COMMERCIAL,0.00409617425588498,5.73321080717552e-07
12509,C2-2,C2,COMMERCIAL,0.00147344623245251,1.22308878164345e-07
12510,C2-2,C2,COMMERCIAL,0.00147427176682618,1.22468758074405e-07
12511,C2-2,C2,COMMERCIAL,0.0014849620911641,1.26091688838442e-07
12512,C2-2,C2,COMMERCIAL,0.00147403260271521,1.22464626669731e-07
12513,C2-2,C2,COMMERCIAL,0.00173092160328042,1.89483640538953e-07
12514,C2-2,C2,COMMERCIAL,0.00172369561442768,1.8574710453271e-07
12515,C2-2,C2,COMMERCIAL,0.00176338166721112,1.90726329932285e-07
12516,C2-2,C2,COMMERCIAL,0.00176257858525272,1.90501552079168e-07
12517,C2-2,C2,COMMERCIAL,0.00176229153753996,1.90506954487708e-07
12518,C2-2,C2,COMMERCIAL,0.00175982487182421,1.89935038220102e-07
12519,C2-2,C2,COMMERCIAL,0.00176274639306287,1.90506058806255e-07
12520,C2-2,C2,COMMERCIAL,0.0016823789200778,1.7295052679816e-07
12521,C2-2,C2,COMMERCIAL,0.00275545164599884,4.45556564025518e-07
12522,C2-2,C2,COMMERCIAL,0.00212861800493892,2.62208723462436e-07
12523,C2-2,C2,COMMERCIAL,0.0013935844024641,1.06319356446949e-07
12524,C2-2,C2,COMMERCIAL,0.00210997410138458,2.72300982137595e-07
12525,C2-2,C2,COMMERCIAL,0.00276740544871031,3.91173530990623e-07
12526,C2-2,C2,COMMERCIAL,0.00250238701450026,3.69001908062077e-07
12527,C2-2,C2,COMMERCIAL,0.00193588661576733,2.31212344244325e-07
12528,C2-2,C2,COMMERCIAL,0.0022277174292773,2.65653983120591e-07
12529,C2-2,C2,COMMERCIAL,0.00270384439193035,3.78489148918381e-07
12530,C2-2,C2,COMMERCIAL,0.00172732283646869,1.73153210099643e-07
12531,C2-2,C2,COMMERCIAL,0.00199582069901467,2.39419098472284e-07
12532,C2-2,C2,COMMERCIAL,0.0014520827212573,1.18395952706633e-07
12533,C2-2,C2,COMMERCIAL,0.00237757265407005,3.22041536709978e-07
12534,C2-2,C2,COMMERCIAL,0.0055049486014752,8.50222794695242e-07
12535,C2-2,C2,COMMERCIAL,0.00117726889438494,5.26181974301599e-08
12536,C2-2,C2,COMMERCIAL,0.00119274667555113,7.22455149807416e-08
12537,C2-2,C2,COMMERCIAL,0.00296519038899046,4.33310165326828e-07
12538,C2-2,C2,COMMERCIAL,0.0016160662954821,1.55814827667802e-07
12539,C2-2,C2,COMMERCIAL,0.00176142706206778,1.90526586070441e-07
12540,C2-2,C2,COMMERCIAL,0.00157417719429089,1.52416353116801e-07
12541,C2-2,C2,COMMERCIAL,0.0017902022813453,1.97217958554917e-07
12542,C2-2,C2,COMMERCIAL,0.00166980693550517,1.23472080754372e-07
12543,C2-2,C2,COMMERCIAL,0.00161612495995878,1.55823035411531e-07
12544,C2-2,C2,COMMERCIAL,0.00176134261335322,1.90516758677004e-07
12545,C2-2,C2,COMMERCIAL,0.00155886453866549,1.48859285186207e-07
12546,C2-2,C2,COMMERCIAL,0.00160684501638617,1.36032515393814e-07
12547,C2-2,C2,COMMERCIAL,0.00357086850571848,6.77257217772614e-07
12548,C2-2,C2,COMMERCIAL,0.00190088654142732,2.22274436352365e-07
12549,C2-2,C2,COMMERCIAL,0.00234809410124033,3.07286043559251e-07
12550,C2-2,C2,COMMERCIAL,0.00209930507389311,2.5563224305568e-07
12551,C2-2,C2,COMMERCIAL,0.0044742528505358,9.90623125713295e-07
12552,C2-2,C2,COMMERCIAL,0.00216931567152254,1.9445482373886e-07
12553,C2-2,C2,COMMERCIAL,0.00458221066844929,9.42304923656301e-07
12554,C2-2,C2,COMMERCIAL,0.00174259144854558,1.93021806196987e-07
12555,C2-2,C2,COMMERCIAL,0.00241712460793704,3.48375457878529e-07
12556,C2-2,C2,COMMERCIAL,0.00384899807674338,5.91788505992276e-07
12557,C2-2,C2,COMMERCIAL,0.00513819964911175,1.46487334679124e-06
12558,C2-2,C2,COMMERCIAL,0.00303894461557257,4.77234763113601e-07
12559,C2-2,C2,COMMERCIAL,0.00501841620167168,8.97909657444061e-07
12560,C2-2,C2,COMMERCIAL,0.00366717965254242,4.64902600670664e-07
12561,C2-2,C2,COMMERCIAL,0.00261211594035283,3.95412760350801e-07
12562,C2-2,C2,COMMERCIAL,0.00349609577092849,5.90344089104694e-07
12563,C2-2,C2,COMMERCIAL,0.00163879974874062,1.70551855759512e-07
12564,C2-2,C2,COMMERCIAL,0.00594092221682256,9.6938432142248e-07
12565,C2-2,C2,COMMERCIAL,0.00746828571638082,2.43735257484099e-06
12566,C2-2-RIO,C2,COMMERCIAL,0.00263810838811739,4.18036802691132e-07
12567,C2-2,C2,COMMERCIAL,0.00283458064727325,4.36009315492929e-07
12568,C2-2,C2,COMMERCIAL,0.00389768063453527,6.16735884512529e-07
12569,C2-2,C2,COMMERCIAL,0.00546201357445322,1.36077551856039e-06
12570,C2-2,C2,COMMERCIAL,0.00278764245862231,4.45956763080488e-07
12571,C2-2,C2,COMMERCIAL,0.00517097919364761,1.12435978647692e-06
12572,C2-2,C2,COMMERCIAL,0.0036797995358419,5.14991031954024e-07
12573,C2-2,C2,COMMERCIAL,0.00901983363791817,4.60547529198484e-06
12574,C2-2,C2,COMMERCIAL,0.00524295550493533,1.01780063350541e-06
12575,C2-2,C2,COMMERCIAL,0.00363071961623838,8.07136301942422e-07
12576,C2-2,C2,COMMERCIAL,0.00355321158331227,5.5865333702545e-07
12577,C2-2,C2,COMMERCIAL,0.00609573016316219,2.07833595585667e-06
12578,C2-2,C2,COMMERCIAL,0.00363614070441352,5.05378361276216e-07
12579,C2-2,C2,COMMERCIAL,0.00239710426824856,3.02042047979439e-07
12580,C2-2,C2,COMMERCIAL,0.00274992963691798,3.56440140580074e-07
12581,C2-2,C2,COMMERCIAL,0.00288376318854559,2.7376945603403e-07
12582,C2-2,C2,COMMERCIAL,0.0112629867768847,6.82828947329956e-06
12583,C2-2,C2,COMMERCIAL,0.00213736690913638,2.66754353438687e-07
12584,C2-2,C2,COMMERCIAL,0.00738999296905254,3.13056938822459e-06
12585,C2-2,C2,COMMERCIAL,0.00352027436245411,4.80814781734213e-07
12586,C2-2,C2,COMMERCIAL,0.00390766013575666,9.52698077401061e-07
12587,C2-2,C2,COMMERCIAL,0.00397058302469476,6.74143057248912e-07
12588,C2-2,C2,COMMERCIAL,0.002596650076102,3.33862162863457e-07
12589,C2-2,C2,COMMERCIAL,0.00261646280701188,2.99386224207149e-07
12590,C2-2,C2,COMMERCIAL,0.00265964183366937,3.37752350433201e-07
12591,C2-2,C2,COMMERCIAL,0.002523148089502,2.6810139900904e-07
12592,C2-2,C2,COMMERCIAL,0.0015799804891964,1.54055367647051e-07
12593,(T)(Q)C4-2,C4,COMMERCIAL,0.00151863463641984,1.33797622407439e-07
12594,C2-2,C2,COMMERCIAL,0.00331756965221389,5.51255690822257e-07
12595,C2-2,C2,COMMERCIAL,0.00252296285659858,2.680563796811e-07
12596,C2-2,C2,COMMERCIAL,0.00262195011877822,3.12372802552109e-07
12597,C2-2,C2,COMMERCIAL,0.00303206653812891,4.68882082993939e-07
12598,C2-2,C2,COMMERCIAL,0.0014649590259574,1.2491586070878e-07
12599,C2-2,C2,COMMERCIAL,0.0032549714458652,5.40537092615181e-07
12600,C2-2,C2,COMMERCIAL,0.00324317419507301,5.39242540369731e-07
12601,C2-2,C2,COMMERCIAL,0.00231021918020136,3.08877698729694e-07
12602,C2-2,C2,COMMERCIAL,0.00473965147899957,9.10445263629485e-07
12603,C2-2,C2,COMMERCIAL,0.00284969333656708,3.39316335322598e-07
12604,C2-2,C2,COMMERCIAL,0.00284978668752157,3.39319213681199e-07
12605,C2-2,C2,COMMERCIAL,0.00715228052496304,1.99827966861414e-06
12606,C2-2,C2,COMMERCIAL,0.00223446963671592,2.92717356507461e-07
12607,C2-2,C2,COMMERCIAL,0.00570296695016135,1.74064413044293e-06
12608,C2-2,C2,COMMERCIAL,0.00166463344864629,1.66336523279695e-07
12609,C2-2,C2,COMMERCIAL,0.0080196049366148,1.49949579579643e-06
12610,C2-2,C2,COMMERCIAL,0.00844429282725637,3.15586129572469e-06
12611,C2-2,C2,COMMERCIAL,0.00694895862248676,1.54220344125428e-06
12612,C2-2,C2,COMMERCIAL,0.0015682458821785,1.63845037423132e-07
12613,C2-2,C2,COMMERCIAL,0.00334672062189275,5.70010527988556e-07
12614,C2-2,C2,COMMERCIAL,0.00349945987692449,3.45966084690978e-07
12615,C2-2,C2,COMMERCIAL,0.00533336161233458,9.7362054618567e-07
12616,C2-2,C2,COMMERCIAL,0.00295963362965104,3.43717323271626e-07
12617,PF-1-O,PF,PUBLIC FACILITY,0.00345027657304653,7.82010935377593e-08
12618,PF-1-O,PF,PUBLIC FACILITY,0.00183335924000809,1.50266473470475e-07
12619,PF-1-O,PF,PUBLIC FACILITY,0.00405804675451923,2.30756379020505e-07
12620,PF-1-O,PF,PUBLIC FACILITY,0.00350209425436056,2.37179514700864e-07
12621,PF-1-O,PF,PUBLIC FACILITY,0.0129905676379308,9.80063996298979e-06
12622,PF-1-O,PF,PUBLIC FACILITY,0.00637515436882137,4.68595351594988e-07
12623,C2-2-O,C2,COMMERCIAL,0.00690160343532162,2.43559450706766e-06
12624,C2-2-O,C2,COMMERCIAL,0.0118293658127513,6.54789056314852e-06
12625,C2-2-O,C2,COMMERCIAL,0.009019786256642,5.07280704294116e-06
12626,C2-2-O,C2,COMMERCIAL,0.00819529601681342,2.91882387709739e-06
12627,C2-2-O,C2,COMMERCIAL,0.0113523374809525,8.07585609323975e-06
12628,C2-2-O,C2,COMMERCIAL,0.0156926768092088,6.62980400522938e-06
12629,C2-2-O,C2,COMMERCIAL,0.00172027132574237,1.26441087067678e-07
12630,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00319874595187692,5.55915279741148e-07
12631,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00313668442651399,5.42275086921362e-07
12632,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00599099763785856,1.49733232711227e-06
12633,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00206276458196829,2.71081425228119e-07
12634,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00219839464926224,2.99032415999285e-07
12635,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00486366044315953,1.15457147657125e-06
12636,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00429859788158575,8.09497994757368e-07
12637,[T][Q]C2-2D,C2,COMMERCIAL,0.0138823604554586,1.25952236713914e-05
12638,C2-2D-RIO-CUGU,C2,COMMERCIAL,0.00241518723429124,3.21853711469473e-07
12639,C2-2D,C2,COMMERCIAL,0.00409777127333112,6.09710194821031e-07
12640,C2-2D,C2,COMMERCIAL,0.00151342937565584,1.46064743346018e-07
12641,C2-2D,C2,COMMERCIAL,0.00596106207553028,1.3150610639626e-06
12642,C2-2D,C2,COMMERCIAL,0.00580360082976037,2.03258432296091e-06
12643,C2-2D,C2,COMMERCIAL,0.00732867501288292,1.48829604700769e-06
12644,C2-2D-CUGU,C2,COMMERCIAL,0.0015718316371478,1.52534805290413e-07
12645,C2-2D,C2,COMMERCIAL,0.00578823307873651,1.26064674640561e-06
12646,C2-2D,C2,COMMERCIAL,0.00789732509147773,1.5396751085219e-06
12647,C2-2D,C2,COMMERCIAL,0.00266735361652421,3.60117035342432e-07
12648,C2-2D,C2,COMMERCIAL,0.00280113424114612,4.46811335919396e-07
12649,C2-2D,C2,COMMERCIAL,0.00239943168589578,3.02530365711628e-07
12650,C2-2D,C2,COMMERCIAL,0.00252077662969257,3.03037009189218e-07
12651,C2-2D,C2,COMMERCIAL,0.00229672812353274,3.06341746716561e-07
12652,C2-2D,C2,COMMERCIAL,0.00444222017724478,1.01402695840223e-06
12653,C2-2D,C2,COMMERCIAL,0.00299182206899826,4.7109675463667e-07
12654,C2-2D,C2,COMMERCIAL,0.00513307307065449,1.4443503544159e-06
12655,C2-2D,C2,COMMERCIAL,0.000758439743786793,2.48796755622228e-08
12656,C2-2D,C2,COMMERCIAL,0.00168898302840419,1.71374466531562e-07
12657,C2-2D,C2,COMMERCIAL,0.00169213094451257,1.72111777681049e-07
12658,C2-2D,C2,COMMERCIAL,0.00422815598684215,6.80107322263137e-07
12659,C2-2D,C2,COMMERCIAL,0.00412428912934754,5.56803196408242e-07
12660,C2-2D,C2,COMMERCIAL,0.00236698271531172,2.70192323110391e-07
12661,C2-2D,C2,COMMERCIAL,0.00422911418790637,9.22751279333078e-07
12662,C2-2D,C2,COMMERCIAL,0.0023261443589282,2.95813650442654e-07
12663,C2-2D,C2,COMMERCIAL,0.00129137394687759,7.74583572605171e-08
12664,C2-2D,C2,COMMERCIAL,0.00689317778089959,1.07322504137242e-06
12665,C2-2D,C2,COMMERCIAL,0.00512153735400783,1.08701246103819e-06
12666,C2-2D,C2,COMMERCIAL,0.0038312806088692,9.83641886558982e-07
12667,C2-2D,C2,COMMERCIAL,0.00549946667487615,9.58680990550003e-07
12668,C2-2D,C2,COMMERCIAL,0.00180474342459707,1.61758015364733e-07
12669,C2-2D,C2,COMMERCIAL,0.00164010222049053,1.26021106432318e-07
12670,C2-2D,C2,COMMERCIAL,0.00386132350926026,4.81451675922032e-07
12671,C2-2D,C2,COMMERCIAL,0.00568132154833706,2.38047657098412e-06
12672,C2-2D,C2,COMMERCIAL,0.00680819700007446,1.40509092496902e-06
12673,C2-2D,C2,COMMERCIAL,0.00389665024044808,5.50801669759459e-07
12674,C2-2D,C2,COMMERCIAL,0.00150627552995098,1.31477811460908e-07
12675,C2-2D,C2,COMMERCIAL,0.00277915673637882,4.03818426514904e-07
12676,C2-2D,C2,COMMERCIAL,0.00292608139399121,4.40777747871341e-07
12677,C2-2D,C2,COMMERCIAL,0.00266757736326751,3.57038404317135e-07
12678,C2-2D,C2,COMMERCIAL,0.00432901361033936,2.31233777685872e-07
12679,C2-2D,C2,COMMERCIAL,0.00435219897305312,7.06523722724596e-07
12680,C2-2D,C2,COMMERCIAL,0.0069481301211818,2.58819606986975e-06
12681,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00445994078829081,8.46833746071679e-07
12682,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00405372872402861,7.52484325988092e-07
12683,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00340544388375193,5.55245693843368e-07
12684,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00341818334901463,5.60424122467292e-07
12685,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00102081875136357,5.32965276057958e-08
12686,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00284958620632848,4.02822896830913e-07
12687,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00300383057321275,4.37822942023155e-07
12688,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.00294003256520267,4.35515322581441e-07
12689,[Q]C2-2D-CDO-RIO,C2,COMMERCIAL,0.0024464838736948,3.24858488401573e-07
12690,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00284968109705444,4.09711416119672e-07
12691,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00284974500348149,4.16502954313576e-07
12692,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00248826528320217,3.05918317475244e-07
12693,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00294854845763113,4.3902554257472e-07
12694,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00332212890578105,5.77955134771977e-07
12695,[Q]C2-2D-CDO,C2,COMMERCIAL,0.0035422877376071,5.69062901899198e-07
12696,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00340875802507231,5.60669283132712e-07
12697,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00444618163621123,8.37726491940415e-07
12698,[Q]C2-2D-CDO,C2,COMMERCIAL,0.00418661615717335,7.60757312221714e-07
12699,C2-2D,C2,COMMERCIAL,0.0110296907972806,3.11083889309446e-06
12700,C2-2D,C2,COMMERCIAL,0.016861950037644,7.0859051607768e-06
12701,C2-2D-CA,C2,COMMERCIAL,0.00260291399397436,2.10642026185337e-07
12702,C2-2D-CA,C2,COMMERCIAL,0.00379207230634485,5.93377887568046e-07
12703,C2-2D-CA,C2,COMMERCIAL,0.00334769591927042,6.00331366135751e-07
12704,C2-2D-CA,C2,COMMERCIAL,0.00313162530027373,4.6674155702427e-07
12705,C2-2D-HPOZ,C2,COMMERCIAL,0.00289668937243264,4.10397591239947e-07
12706,C2-2D-HPOZ,C2,COMMERCIAL,0.00302226456022632,4.39274878620593e-07
12707,C2-2D-HPOZ,C2,COMMERCIAL,0.00366331397758573,6.17853096209632e-07
12708,C2-2D-HPOZ,C2,COMMERCIAL,0.000850400601206353,4.45366009371908e-08
12709,C2-2D-HPOZ,C2,COMMERCIAL,0.0030087686042407,4.1920215318838e-07
12710,C2-2D-HPOZ,C2,COMMERCIAL,0.00285033411906856,4.09257490461063e-07
12711,C2-2D-HPOZ,C2,COMMERCIAL,0.00345762330358807,5.56043719740823e-07
12712,C2-2D-HPOZ,C2,COMMERCIAL,0.00268726356391097,3.93688924023398e-07
12713,C2-2D-HPOZ,C2,COMMERCIAL,0.00464252727878892,8.10283442137049e-07
12714,C2-2D-O,C2,COMMERCIAL,0.00321001425244138,6.33295666041802e-07
12715,C2-2D-O,C2,COMMERCIAL,0.00319327926598826,6.27085832095354e-07
12716,C2-2D-O,C2,COMMERCIAL,0.00309291332137411,5.84729650772719e-07
12717,C2-2D-O,C2,COMMERCIAL,0.00307612470298535,5.79073836025073e-07
12718,C2-2D-O,C2,COMMERCIAL,0.00311243990357002,5.87058763102875e-07
12719,C2-2D-O,C2,COMMERCIAL,0.00283103259652483,5.30464540979459e-07
12720,C2-2D-O,C2,COMMERCIAL,0.00268545517997865,4.56380944564429e-07
12721,C2-2D-O,C2,COMMERCIAL,0.0030051809064866,4.0708271971539e-07
12722,PF-2D-O,PF,PUBLIC FACILITY,0.00307865920436772,5.80266951029844e-07
12723,C2-2D-O,C2,COMMERCIAL,0.00303670229400558,3.74543195361516e-07
12724,C2-2D-O,C2,COMMERCIAL,0.0027946284859274,4.87150367748348e-07
12725,C2-2D-O,C2,COMMERCIAL,0.00313177652660409,6.11825777794304e-07
12726,C2-2D-O,C2,COMMERCIAL,0.00334179200209784,5.47816233244826e-07
12727,C2-2D-O,C2,COMMERCIAL,0.00343842445486582,6.84691580445146e-07
12728,C2-2D-O,C2,COMMERCIAL,0.00256430519056094,3.81443429033803e-07
12729,C2-2D-O,C2,COMMERCIAL,0.00307692565968458,4.70583928913256e-07
12730,C2-2D-O,C2,COMMERCIAL,0.00254695120567531,3.62305721539302e-07
12731,C2-2D-O,C2,COMMERCIAL,0.00272459088811726,1.18327169664116e-07
12732,C2-2D-O,C2,COMMERCIAL,0.00509443864342498,1.28414735088701e-06
12733,C2-2D-O,C2,COMMERCIAL,0.00309887995297997,5.52739316515012e-07
12734,C2-2D-O,C2,COMMERCIAL,0.00414903846633287,4.42997865909623e-07
12735,PF-1-O,PF,PUBLIC FACILITY,0.0019073058268849,1.39186387013119e-07
12736,C2-2D-O,C2,COMMERCIAL,0.00333573457826338,5.3034694868859e-07
12737,C2-2D-O-SN,C2,COMMERCIAL,0.00291434160187884,4.36214846851399e-07
12738,(Q)CEC-4D-O,CEC,COMMERCIAL,0.00322915474650369,4.75273541911165e-07
12739,C2-2D-O,C2,COMMERCIAL,0.00389485709856858,5.02627448835274e-07
12740,C2-2D-O,C2,COMMERCIAL,0.00361342829347568,4.79575363545402e-07
12741,C2-2D-O,C2,COMMERCIAL,0.00247515553146942,2.83642669039136e-07
12742,C2-2D-O,C2,COMMERCIAL,0.00326277566278676,4.10517514450625e-07
12743,C2-2D-O,C2,COMMERCIAL,0.00224249919557681,2.87184101185081e-07
12744,C2-2D-O,C2,COMMERCIAL,0.0024408248213595,3.01394742278775e-07
12745,C2-2D-O,C2,COMMERCIAL,0.00301032791687506,3.08971478651912e-07
12746,C2-2D-O,C2,COMMERCIAL,0.00195419262018829,2.22782157563819e-07
12747,C2-2D-O,C2,COMMERCIAL,0.00167441527943302,1.54219115263924e-07
12748,C2-2D-O,C2,COMMERCIAL,0.00218012342107757,2.60752372822557e-07
12749,C2-2D-O,C2,COMMERCIAL,0.00241827326502808,2.90827830589468e-07
12750,C2-2D-O,C2,COMMERCIAL,0.00772971415210498,1.94737310645655e-06
12751,C2-2D-O,C2,COMMERCIAL,0.0129242157185532,6.07028051221507e-06
12752,C2-2D-SN,C2,COMMERCIAL,0.00192374244345969,2.29584783255294e-07
12753,C2-1VL-CPIO,C2,COMMERCIAL,0.00209822060175416,2.67870370383498e-07
12754,[Q]C2-3D-CDO,C2,COMMERCIAL,0.00389805991243658,7.89654258663857e-07
12755,[Q]C2-3D-O-CDO,C2,COMMERCIAL,0.00342663446587776,6.1763961142384e-07
12756,[Q]C2-3D-O-CDO,C2,COMMERCIAL,0.00571355873513678,1.36975552050893e-06
12757,C2-4,C2,COMMERCIAL,0.00152305003932067,1.33880671285277e-07
12758,C2-4,C2,COMMERCIAL,0.00152166041383102,1.33632436637463e-07
12759,C2-4,C2,COMMERCIAL,0.00144562816474616,1.27309517491576e-07
12760,C2-4,C2,COMMERCIAL,0.00429204020039632,7.66762969851859e-07
12761,C2-4,C2,COMMERCIAL,0.00162138206484357,1.61445891232915e-07
12762,C2-4,C2,COMMERCIAL,0.00543943281729874,9.23586961622372e-07
12763,C2-4,C2,COMMERCIAL,0.0014874034124696,1.35956779902632e-07
12764,C2-4D,C2,COMMERCIAL,0.004562092171246,8.52550026145746e-07
12765,[Q]C2-4D-CDO-SN,C2,COMMERCIAL,0.00400666246098037,4.86995194665808e-07
12766,[Q]C2-4D-CDO-SN,C2,COMMERCIAL,0.00362764028873539,6.37347710702725e-07
12767,C2-4D,C2,COMMERCIAL,0.0027868960216255,1.8624541520734e-07
12768,C2-4D,C2,COMMERCIAL,0.00443502137486074,7.8049775122037e-07
12769,C2-4D,C2,COMMERCIAL,0.00324523464196218,4.95274022651507e-07
12770,C2-4D,C2,COMMERCIAL,0.00434627462968688,7.05984811764885e-07
12771,C2-4D,C2,COMMERCIAL,0.00416492999331662,8.7864226548588e-07
12772,C2-4D,C2,COMMERCIAL,0.00536502872634197,1.59219121483602e-06
12773,C2-4D,C2,COMMERCIAL,0.00422158508338058,7.70201119916602e-07
12774,C2-4D,C2,COMMERCIAL,0.00442512372772046,8.10929626507993e-07
12775,C2-4D,C2,COMMERCIAL,0.00531936796360545,1.65820797536854e-06
12776,C2-4D,C2,COMMERCIAL,0.00555792295457724,1.75238245155177e-06
12777,C2-4D,C2,COMMERCIAL,0.00459823245527112,8.56045489721214e-07
12778,C2-4D,C2,COMMERCIAL,0.00444887954274054,1.01124113811731e-06
12779,C2-4D,C2,COMMERCIAL,0.0044030900010247,8.07308407822392e-07
12780,C2-4D-SN,C2,COMMERCIAL,0.0050005242127151,1.28700301657372e-06
12781,C2-4D,C2,COMMERCIAL,0.0044226464878492,7.82824502877628e-07
12782,C2-4D,C2,COMMERCIAL,0.00555658584502831,1.76012453688159e-06
12783,C2-4D,C2,COMMERCIAL,0.0033593468969163,6.72242515230624e-07
